,org_name,city,state,ein,url,tax_year,year_formed,submission_time,n_employees,total_revenue,title,comp
31,CODE FOR AMERICA LABS INC,OAKLAND,CA,271067272,https://s3.amazonaws.com/irs-form-990/201103139349300945_public.xml,2010,2009,2011-11-09T12:02:54-08:00,5,2255939,Director,0
32,CODE FOR AMERICA LABS INC,OAKLAND,CA,271067272,https://s3.amazonaws.com/irs-form-990/201103139349300945_public.xml,2010,2009,2011-11-09T12:02:54-08:00,5,2255939,Executive Direc,81975
33,CODE FOR AMERICA LABS INC,OAKLAND,CA,271067272,https://s3.amazonaws.com/irs-form-990/201103139349300945_public.xml,2010,2009,2011-11-09T12:02:54-08:00,5,2255939,Director,31818
34,CODE FOR AMERICA LABS INC,OAKLAND,CA,271067272,https://s3.amazonaws.com/irs-form-990/201103139349300945_public.xml,2010,2009,2011-11-09T12:02:54-08:00,5,2255939,Director,0
35,D-REV DESIGN FOR THE OTHER 90,PALO ALTO,CA,260642778,https://s3.amazonaws.com/irs-form-990/201143199349310864_public.xml,2010,2007,2011-11-15T19:27:11-06:00,11,370453,SECRETARY,0
36,D-REV DESIGN FOR THE OTHER 90,PALO ALTO,CA,260642778,https://s3.amazonaws.com/irs-form-990/201143199349310864_public.xml,2010,2007,2011-11-15T19:27:11-06:00,11,370453,DIRECTOR,0
37,D-REV DESIGN FOR THE OTHER 90,PALO ALTO,CA,260642778,https://s3.amazonaws.com/irs-form-990/201143199349310864_public.xml,2010,2007,2011-11-15T19:27:11-06:00,11,370453,DIRECTOR,0
38,D-REV DESIGN FOR THE OTHER 90,PALO ALTO,CA,260642778,https://s3.amazonaws.com/irs-form-990/201143199349310864_public.xml,2010,2007,2011-11-15T19:27:11-06:00,11,370453,"CHAIRMAN, TREASURER",0
39,D-REV DESIGN FOR THE OTHER 90,PALO ALTO,CA,260642778,https://s3.amazonaws.com/irs-form-990/201143199349310864_public.xml,2010,2007,2011-11-15T19:27:11-06:00,11,370453,DIRECTOR,0
40,D-REV DESIGN FOR THE OTHER 90,PALO ALTO,CA,260642778,https://s3.amazonaws.com/irs-form-990/201143199349310864_public.xml,2010,2007,2011-11-15T19:27:11-06:00,11,370453,DIRECTOR,20000
41,D-REV DESIGN FOR THE OTHER 90,PALO ALTO,CA,260642778,https://s3.amazonaws.com/irs-form-990/201143199349310864_public.xml,2010,2007,2011-11-15T19:27:11-06:00,11,370453,CHIEF EXECUTIVE OFFICER,79167
42,D-REV DESIGN FOR THE OTHER 90,PALO ALTO,CA,260642778,https://s3.amazonaws.com/irs-form-990/201143199349310864_public.xml,2010,2007,2011-11-15T19:27:11-06:00,11,370453,DIRECTOR,0
43,FAMILIES EMPOWERED,HOUSTON,TX,271912105,https://s3.amazonaws.com/irs-form-990/201122989349300912_public.xml,2010,2009,2011-10-25T10:08:37-07:00,5,205176,Founder,57156
44,FAMILIES EMPOWERED,HOUSTON,TX,271912105,https://s3.amazonaws.com/irs-form-990/201122989349300912_public.xml,2010,2009,2011-10-25T10:08:37-07:00,5,205176,Board Chair,0
45,THE FREECYCLE NETWORK,TUCSON,AZ,200938414,https://s3.amazonaws.com/irs-form-990/201100329349200010_public.xml,2009,,2011-02-01T12:29:25-06:00,,91542,VICE CHAIR,0
46,THE FREECYCLE NETWORK,TUCSON,AZ,200938414,https://s3.amazonaws.com/irs-form-990/201100329349200010_public.xml,2009,,2011-02-01T12:29:25-06:00,,91542,SECRETARY,0
47,THE FREECYCLE NETWORK,TUCSON,AZ,200938414,https://s3.amazonaws.com/irs-form-990/201100329349200010_public.xml,2009,,2011-02-01T12:29:25-06:00,,91542,CHAIRPERSON,45000
48,HARMONY INSTITUTE INC,NEW YORK,NY,262506162,https://s3.amazonaws.com/irs-form-990/201133189349303268_public.xml,2010,2007,2011-11-14T11:31:41-06:00,0,394122,PRESIDENT,0
49,HARMONY INSTITUTE INC,NEW YORK,NY,262506162,https://s3.amazonaws.com/irs-form-990/201133189349303268_public.xml,2010,2007,2011-11-14T11:31:41-06:00,0,394122,SECRETARY,0
50,HARMONY INSTITUTE INC,NEW YORK,NY,262506162,https://s3.amazonaws.com/irs-form-990/201133189349303268_public.xml,2010,2007,2011-11-14T11:31:41-06:00,0,394122,VICE PRESIDENT,0
51,HopeLab Foundation Inc,Redwood City,CA,770560011,https://s3.amazonaws.com/irs-form-990/201133199349101553_public.xml,2010,,2011-11-15T10:39:26-08:00,,6562597,Director,0
52,HopeLab Foundation Inc,Redwood City,CA,770560011,https://s3.amazonaws.com/irs-form-990/201133199349101553_public.xml,2010,,2011-11-15T10:39:26-08:00,,6562597,President & CEO,331119
53,HopeLab Foundation Inc,Redwood City,CA,770560011,https://s3.amazonaws.com/irs-form-990/201133199349101553_public.xml,2010,,2011-11-15T10:39:26-08:00,,6562597,Director,0
54,HopeLab Foundation Inc,Redwood City,CA,770560011,https://s3.amazonaws.com/irs-form-990/201133199349101553_public.xml,2010,,2011-11-15T10:39:26-08:00,,6562597,Director,0
55,HopeLab Foundation Inc,Redwood City,CA,770560011,https://s3.amazonaws.com/irs-form-990/201133199349101553_public.xml,2010,,2011-11-15T10:39:26-08:00,,6562597,Dir of Prod Dev,163009
56,HopeLab Foundation Inc,Redwood City,CA,770560011,https://s3.amazonaws.com/irs-form-990/201133199349101553_public.xml,2010,,2011-11-15T10:39:26-08:00,,6562597,VP Impact & Adm,212261
57,HopeLab Foundation Inc,Redwood City,CA,770560011,https://s3.amazonaws.com/irs-form-990/201133199349101553_public.xml,2010,,2011-11-15T10:39:26-08:00,,6562597,VP Staff Dev,202747
58,HopeLab Foundation Inc,Redwood City,CA,770560011,https://s3.amazonaws.com/irs-form-990/201133199349101553_public.xml,2010,,2011-11-15T10:39:26-08:00,,6562597,VP Strat. P/S,199763
59,HopeLab Foundation Inc,Redwood City,CA,770560011,https://s3.amazonaws.com/irs-form-990/201133199349101553_public.xml,2010,,2011-11-15T10:39:26-08:00,,6562597,VP Research,238364
60,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,COFOUNDER & EXECUTIVE DIRECTOR,68500
61,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,COFOUNDER & CHIEF OPERATING OFFICER,63500
62,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,"COFOUNDER, DIRECTOR",0
63,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,"CHAIR, BOARD OF DIRECTOR",0
64,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,"SECRETARY, BOARD OF DIRECTORS",0
65,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,"TRESURER, BOARD OF DIRECTORS",0
66,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,BOARD OF DIRECTORS,0
67,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,BOARD OF DIRECTORS,0
68,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,BOARD OF DIRECTORS,0
69,IN OUR BACKYARDS INC,NEW YORK,NY,263283639,https://s3.amazonaws.com/irs-form-990/201113199349301711_public.xml,2010,2008,2011-11-15T08:33:30-06:00,2,422979,BOARD OF DIRECTORS,0
70,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
71,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
72,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,President,0
73,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Secretary,0
74,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
75,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
76,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Treasurer,0
77,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
78,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
79,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
80,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
81,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
82,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
83,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Trustee,0
84,IMAGING THE WORLD CORPORATION,CHARLOTTE,VT,263534444,https://s3.amazonaws.com/irs-form-990/201123199349309522_public.xml,2010,2008,2011-11-15T15:22:55-08:00,0,561996,Executive Director,54792
85,THE KIVA FOUNDATION,WALTHAM,MA,043428609,https://s3.amazonaws.com/irs-form-990/201143119349100554_public.xml,2010,,2011-11-07T12:19:06-06:00,,260445,TRUSTEE,0
86,THE KIVA FOUNDATION,WALTHAM,MA,043428609,https://s3.amazonaws.com/irs-form-990/201143119349100554_public.xml,2010,,2011-11-07T12:19:06-06:00,,260445,TRUSTEE,0
87,THE KIVA FOUNDATION,WALTHAM,MA,043428609,https://s3.amazonaws.com/irs-form-990/201143119349100554_public.xml,2010,,2011-11-07T12:19:06-06:00,,260445,TRUSTEE,0
88,LITERACY BRIDGE,SEATTLE,WA,261335205,https://s3.amazonaws.com/irs-form-990/201103189349307545_public.xml,2010,2007,2011-11-14T20:54:29-06:00,2,140462,PRESIDENT &,20034
89,LITERACY BRIDGE,SEATTLE,WA,261335205,https://s3.amazonaws.com/irs-form-990/201103189349307545_public.xml,2010,2007,2011-11-14T20:54:29-06:00,2,140462,VICE PRES,0
90,LITERACY BRIDGE,SEATTLE,WA,261335205,https://s3.amazonaws.com/irs-form-990/201103189349307545_public.xml,2010,2007,2011-11-14T20:54:29-06:00,2,140462,TREASURER,0
91,LITERACY BRIDGE,SEATTLE,WA,261335205,https://s3.amazonaws.com/irs-form-990/201103189349307545_public.xml,2010,2007,2011-11-14T20:54:29-06:00,2,140462,SECRETARY,0
92,ONE LAPTOP PER CHILD ASSOCIATION INC,MIAMI,FL,542176407,https://s3.amazonaws.com/irs-form-990/201113199349309251_public.xml,2010,2005,2011-11-15T16:06:48-06:00,39,6697674,DIRECTOR,111168
93,ONE LAPTOP PER CHILD ASSOCIATION INC,MIAMI,FL,542176407,https://s3.amazonaws.com/irs-form-990/201113199349309251_public.xml,2010,2005,2011-11-15T16:06:48-06:00,39,6697674,CHAIRMAN/CEO,313788
94,ONE LAPTOP PER CHILD ASSOCIATION INC,MIAMI,FL,542176407,https://s3.amazonaws.com/irs-form-990/201113199349309251_public.xml,2010,2005,2011-11-15T16:06:48-06:00,39,6697674,SECRETARY,0
95,ONE LAPTOP PER CHILD ASSOCIATION INC,MIAMI,FL,542176407,https://s3.amazonaws.com/irs-form-990/201113199349309251_public.xml,2010,2005,2011-11-15T16:06:48-06:00,39,6697674,CFO,150000
96,ONE LAPTOP PER CHILD ASSOCIATION INC,MIAMI,FL,542176407,https://s3.amazonaws.com/irs-form-990/201113199349309251_public.xml,2010,2005,2011-11-15T16:06:48-06:00,39,6697674,VP AFRICA MKTG & OPERATIONS,106430
97,ONE LAPTOP PER CHILD ASSOCIATION INC,MIAMI,FL,542176407,https://s3.amazonaws.com/irs-form-990/201113199349309251_public.xml,2010,2005,2011-11-15T16:06:48-06:00,39,6697674,VP OF LEARNING,92921
98,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,PRESIDENT,0
99,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,VICE-PRESIDENT,0
100,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,SECRETARY,0
101,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,TREASURER,0
102,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,DIRECTOR,0
103,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,DIRECTOR,0
104,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,DIRECTOR,0
105,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,DIRECTOR,0
106,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,DIRECTOR,0
107,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,DIRECTOR,0
108,OPEN MEDIA FOUNDATION,DENVER,CO,061727461,https://s3.amazonaws.com/irs-form-990/201131959349300623_public.xml,2010,2004,2011-07-14T12:00:06-05:00,13,811043,DIRECTOR,0
109,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,DIRECTOR,0
110,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,DIRECTOR,0
111,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,DIRECTOR,0
112,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,DIRECTOR,0
113,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,DIRECTOR,0
114,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,DIRECTOR,27675
115,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,DIRECTOR,0
116,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,PRESIDENT,0
117,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,TREASURER & EXEC. DIR.,24611
118,PARTICIPATORY CULTURE FOUNDATION INC,BOSTON,MA,202630593,https://s3.amazonaws.com/irs-form-990/201112249349300801_public.xml,2010,2005,2011-08-12T08:01:56-05:00,9,641558,SECRETARY,6310
119,PARTICIPATORY POLITICS FOUNDATION,NEW YORK,NY,262296822,https://s3.amazonaws.com/irs-form-990/201103199349309475_public.xml,2010,2009,2011-11-15T14:56:13-08:00,5,515111,EXECUTIVE DIRECTOR,107470
120,PARTICIPATORY POLITICS FOUNDATION,NEW YORK,NY,262296822,https://s3.amazonaws.com/irs-form-990/201103199349309475_public.xml,2010,2009,2011-11-15T14:56:13-08:00,5,515111,PRESIDENT,0
121,PARTICIPATORY POLITICS FOUNDATION,NEW YORK,NY,262296822,https://s3.amazonaws.com/irs-form-990/201103199349309475_public.xml,2010,2009,2011-11-15T14:56:13-08:00,5,515111,TREASURER,0
122,PARTICIPATORY POLITICS FOUNDATION,NEW YORK,NY,262296822,https://s3.amazonaws.com/irs-form-990/201103199349309475_public.xml,2010,2009,2011-11-15T14:56:13-08:00,5,515111,SECRETARY,0
123,SAMASOURCE INC,SAN FRANCISCO,CA,262547062,https://s3.amazonaws.com/irs-form-990/201123199349305262_public.xml,2010,2008,2011-11-15T12:14:23-06:00,16,2447971,BOARD CHAIR,0
124,SAMASOURCE INC,SAN FRANCISCO,CA,262547062,https://s3.amazonaws.com/irs-form-990/201123199349305262_public.xml,2010,2008,2011-11-15T12:14:23-06:00,16,2447971,BOARD MEMBER,0
125,SAMASOURCE INC,SAN FRANCISCO,CA,262547062,https://s3.amazonaws.com/irs-form-990/201123199349305262_public.xml,2010,2008,2011-11-15T12:14:23-06:00,16,2447971,BOARD MEMBER,0
126,SAMASOURCE INC,SAN FRANCISCO,CA,262547062,https://s3.amazonaws.com/irs-form-990/201123199349305262_public.xml,2010,2008,2011-11-15T12:14:23-06:00,16,2447971,BOARD MEMBER,0
127,SAMASOURCE INC,SAN FRANCISCO,CA,262547062,https://s3.amazonaws.com/irs-form-990/201123199349305262_public.xml,2010,2008,2011-11-15T12:14:23-06:00,16,2447971,CHIEF EXECUTIVE OFFICER,15600
128,SAMASOURCE INC,SAN FRANCISCO,CA,262547062,https://s3.amazonaws.com/irs-form-990/201123199349305262_public.xml,2010,2008,2011-11-15T12:14:23-06:00,16,2447971,CHIEF OPERATING OFFICER,0
129,SAMASOURCE INC,SAN FRANCISCO,CA,262547062,https://s3.amazonaws.com/irs-form-990/201123199349305262_public.xml,2010,2008,2011-11-15T12:14:23-06:00,16,2447971,CHIEF DELIVERY OFFICER,0
130,SkyTruth,Shepherdstown,WV,542059475,https://s3.amazonaws.com/irs-form-990/201121349349300517_public.xml,2010,2001,2011-05-13T16:45:40-07:00,1,337483,"Director, President",73750
131,SkyTruth,Shepherdstown,WV,542059475,https://s3.amazonaws.com/irs-form-990/201121349349300517_public.xml,2010,2001,2011-05-13T16:45:40-07:00,1,337483,"Director, Chairman",0
132,SkyTruth,Shepherdstown,WV,542059475,https://s3.amazonaws.com/irs-form-990/201121349349300517_public.xml,2010,2001,2011-05-13T16:45:40-07:00,1,337483,"Director, Chief Technology Officer",0
133,SkyTruth,Shepherdstown,WV,542059475,https://s3.amazonaws.com/irs-form-990/201121349349300517_public.xml,2010,2001,2011-05-13T16:45:40-07:00,1,337483,Director,0
