RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID
10227861,EFILE,263283639,201112,2/26/2013,IN OUR BACKYARDS INC,990,93493032007033,201330329349300703
11094344,EFILE,263283639,201212,12/31/2013,IN OUR BACKYARDS INC,990,93493319027403,201303199349302740
11091410,EFILE,263534444,201212,12/31/2013,IMAGING THE WORLD CORPORATION,990EZ,93492347003163,201313479349200316
10936594,EFILE,943027961,201212,11/13/2013,INTERNEWS NETWORK INC,990,93493262007103,201302629349300710
10931493,EFILE,43428609,201212,11/11/2013,KIVA FOUNDATION,990PF,93491130000163,201311309349100016
11056373,EFILE,261544963,201212,12/20/2013,KHAN ACADEMY INC,990,93493317062903,201303179349306290
10943614,EFILE,271777117,201212,11/14/2013,LITERACY LAB,990,93493224002493,201342249349300249
10949687,EFILE,201232903,201212,11/15/2013,LUNCHBOX FUND,990,93493224013643,201342249349301364
11001472,EFILE,330798804,201212,12/6/2013,MIND RESEARCH INSTITUTE,990,93493192005243,201341929349300524
11093907,EFILE,271052771,201306,12/31/2013,MONEYTHINK,990,93493350007473,201323509349300747
10336448,EFILE,452736163,201206,4/8/2013,NEW CLASSROOMS INNOVATION PARTNERSINC,990,93493081009003,201300819349300900
10265254,EFILE,810526651,201206,3/12/2013,NATIONAL INSTITUTE ON MONEY IN STATE POLITICS,990,93493043018593,201340439349301859
10861602,EFILE,273923894,201212,9/25/2013,NEWBORN FOUNDATION,990,93493232002333,201332329349300233
10929231,EFILE,900514027,201212,11/9/2013,NEXLEAF ANALYTICS,990,93493235007083,201332359349300708
11083415,EFILE,134145441,201212,12/28/2013,NPOWERNY INC,990,93493302004003,201303029349300400
10984146,EFILE,61727461,201212,12/3/2013,OPEN MEDIA FOUNDATION,990,93493270000393,201342709349300039
11028731,EFILE,202630593,201212,12/14/2013,PARTICIPATORY CULTURE FOUNDATION INC,990,93493224007313,201312249349300731
11044950,EFILE,262296822,201212,12/18/2013,PARTICIPATORY POLITICS FOUNDATION,990,93493317039353,201303179349303935
10780941,EFILE,453607930,201212,8/19/2013,REALLOCATE INC,990EZ,93492136007093,201341369349200709
10868773,EFILE,208837690,201212,9/27/2013,SINGLE STOP USA INC,990,93493231000133,201332319349300013
10990325,EFILE,542059475,201212,12/4/2013,SKYTRUTH,990,93493226023023,201322269349302302
10738271,EFILE,943070617,201206,8/5/2013,TECHSOUP GLOBAL,990,93493134077103,201301349349307710
10238299,EFILE,205771109,201203,2/28/2013,VIDEO VOLUNTEERS,990,93493035004413,201310359349300441
10769242,EFILE,273354192,201212,8/14/2013,WISHBONEORG,990,93493130032283,201331309349303228
10528152,EFILE,200049703,201206,5/13/2013,WIKIMEDIA FOUNDATION INC,990,93493106001273,201321069349300127
11010576,EFILE,800494876,201212,12/10/2013,ZIDISHA INC ZIDISHA INC,990EZ,93492221007563,201312219349200756
11044491,EFILE,383796793,201306,12/18/2013,ICIVICS INC,990,93493297006243,201342979349300624
11917015,EFILE,452669508,201312,10/27/2014 3:03:05 PM,1947 PARTITION ARCHIVE,990EZ,93492224011644,201442249349201164
11239163,EFILE,650828272,201306,3/18/2014,ADOPT-A-CLASSROOM INC,990,93493022004404,201400229349300440
12111418,EFILE,650828272,201406,12/30/2014,ADOPT-A-CLASSROOM INC,990,93493318039404,201403189349303940
11779079,EFILE,273252911,201312,9/18/2014 8:54:55 PM,ANJNA PATIENT EDUCATION DBA CAREMESSAGE,990,93493225033554,201402259349303355
11633181,EFILE,593831966,201306,7/1/2014 10:20:31 AM,CENTER TO PROMOTE HEALTHCARE ACCESS INC,990,93493132002474,201421329349300247
12137025,EFILE,462612143,201312,12/29/2014,CODE-TO-LEARN FOUNDATION,990,93493321061044,201443219349306104
11909816,EFILE,460858543,201312,10/24/2014 10:57:30 AM,CODEORG,990,93493225025394,201442259349302539
12130890,EFILE,462190310,201402,12/29/2014,COWORKERORG,990,93493337004214,201413379349300421
11601564,EFILE,453266802,201306,6/18/2014 6:18:19 PM,CANCER COMMONS,990,93493118009324,201421189349300932
11534733,EFILE,900796160,201308,5/27/2014 2:43:05 PM,CAREERVILLAGE INC,990EZ,93492104008344,201441049349200834
11600552,EFILE,900796160,201308,6/18/2014 1:13:16 PM,CAREERVILLAGE INC,990EZ,93492102005074,201421029349200507
12035035,EFILE,272832137,201312,12/3/2014 10:19:14 AM,CASE COMMONS INC,990PF,93491317000464,201413179349100046
11306128,EFILE,421559197,201306,4/9/2014,CENTER FOR STUDENT OPPORTUNITY INC,990,93493043018024,201420439349301802
12030724,EFILE,133666846,201406,12/2/2014 9:44:36 PM,CLASSROOM INC,990,93493308000204,201403089349300020
11132224,EFILE,133666846,201306,1/9/2014,CLASSROOM INC,990,93493290005123,201322909349300512
11299483,EFILE,271067272,201306,4/8/2014,CODE FOR AMERICA LABS INC,990,93493043013104,201400439349301310
11921556,EFILE,412024986,201312,10/28/2014 8:24:28 AM,COMMON SENSE MEDIA,990,93493216000324,201422169349300032
12106541,EFILE,260642778,201312,12/29/2014,D-REV DESIGN FOR THE OTHER 90,990,93493321045154,201403219349304515
11916476,EFILE,133720473,201312,10/27/2014 2:39:56 PM,DO SOMETHING INC,990,93493211009344,201442119349300934
12041071,EFILE,134129457,201406,12/4/2014 6:36:25 AM,DONORSCHOOSEORG,990,93493314017404,201403149349301740
12137424,EFILE,263761772,201312,12/29/2014,DTWO LTD,990,93493321109344,201443219349310934
11105881,EFILE,263761772,201212,1/3/2014,DTWO LTD,990,93493319092613,201313199349309261
12064591,EFILE,272460359,201312,12/10/2014 12:28:28 PM,DEMOCRACY WORKS INC,990,93493316034094,201443169349303409
11719544,EFILE,300172078,201312,8/25/2014 11:36:22 PM,DESIGN THAT MATTERS INC,990,93493093007184,201430939349300718
11115173,EFILE,262418959,201212,1/7/2014,DIGITAL GREEN FOUNDATION,990,93493319054083,201333199349305408
12140370,EFILE,262418959,201312,12/29/2014,DIGITAL GREEN FOUNDATION,990,93493321047664,201413219349304766
12036591,EFILE,273744004,201312,12/3/2014 4:23:57 PM,EDNOVO,990,93493307007044,201443079349300704
11908480,EFILE,262780747,201312,10/24/2014 12:05:17 AM,FAIR TRADE FUND INC,990,93493220011094,201442209349301109
12023024,EFILE,271912105,201312,12/1/2014 9:39:36 PM,FAMILIES EMPOWERED,990,93493303013024,201423039349301302
11226409,EFILE,200938414,201306,3/13/2014,FREECYCLE NETWORK,990,93493013000074,201420139349300007
11867685,EFILE,272245578,201312,10/15/2014 7:55:43 AM,GET SCHOOLED FOUNDATION,990,93493134022644,201441349349302264
11286536,EFILE,271661997,201308,4/3/2014,GIVE DIRECT INC,990,93493086006164,201410869349300616
12147757,EFILE,611524216,201312,12/29/2014,GLOBAL LIVES PROJECT INC,990EZ,93492318003234,201433189349200323
11981124,EFILE,562435785,201312,11/17/2014 8:37:00 AM,GOOD WORLD SOLUTIONS INC FKA WORLD OF GOOD DEVELOPMENT ORG INC,990,93493281007474,201422819349300747
11911359,EFILE,205061881,201312,10/24/2014 3:03:59 PM,GREAT NONPROFITS,990,93493198000214,201411989349300021
11105387,EFILE,271966036,201212,1/3/2014,HOPING HEARTS FOUNDATION INC,990,93493319081803,201303199349308180
12059364,EFILE,271966036,201312,12/9/2014 12:16:48 PM,HOPING HEARTS FOUNDATION INC,990,93493316043934,201433169349304393
12128787,EFILE,262506162,201312,12/29/2014,HARMONY INSTITUTE INC,990,93493322006224,201423229349300622
11378714,EFILE,273199988,201306,4/28/2014 9:39:04 AM,HOLLABACK INC,990,93493088004134,201430889349300413
12139921,EFILE,770560011,201312,12/29/2014,HOPELAB FOUNDATION INC,990PF,93491318020014,201413189349102001
12151268,EFILE,263283639,201312,12/29/2014,IN OUR BACKYARDS INC,990,93493321059544,201443219349305954
12015247,EFILE,263534444,201312,11/26/2014 10:41:11 AM,IMAGING THE WORLD CORP,990EZ,93492317011424,201423179349201142
12125628,EFILE,204895174,201312,12/29/2014,INSTEDD,990,93493321038404,201403219349303840
11123745,EFILE,204895174,201212,1/8/2014,INSTEDD,990,93493319107733,201333199349310773
12073275,EFILE,943027961,201312,12/11/2014 7:46:35 PM,INTERNEWS NETWORK INC,990,93493317052084,201433179349305208
11937750,EFILE,43428609,201312,10/30/2014 2:59:21 PM,KIVA FOUNDATION,990PF,93491125007344,201441259349100734
12110010,EFILE,261544963,201312,12/30/2014,KHAN ACADEMY INC,990,93493318025014,201413189349302501
11777558,EFILE,462266526,201312,9/18/2014 4:38:39 PM,LIFEBOX FOUNDATION INC,990EZ,93492132017294,201441329349201729
12111385,EFILE,261335205,201312,12/30/2014,LITERACY BRIDGE,990,93493318094664,201413189349309466
11106257,EFILE,261335205,201212,1/3/2014,LITERACY BRIDGE,990,93493319108473,201323199349310847
11779565,EFILE,271777117,201312,9/18/2014 9:53:19 PM,LITERACY LAB,990,93493223016264,201412239349301626
12066570,EFILE,201232903,201312,12/10/2014 5:57:28 PM,LUNCHBOX FUND,990,93493315016884,201433159349301688
11822071,EFILE,330798804,201312,10/1/2014 12:46:16 AM,MIND RESEARCH INSTITUTE,990,93493235003034,201432359349300303
11117315,EFILE,275104203,201212,1/7/2014,MEDIC MOBILE INC,990,93493322004483,201333229349300448
12124765,EFILE,275104203,201312,12/29/2014,MEDIC MOBILE INC,990,93493322013754,201403229349301375
11627128,EFILE,452736163,201306,6/28/2014 12:34:29 AM,NEW CLASSROOMS INNOVATION PARTNERSINC,990,93493134050554,201401349349305055
11131875,EFILE,810526651,201306,1/9/2014,NATIONAL INSTITUTE ON MONEY IN STATE POLITICS,990,93493329006193,201343299349300619
11755729,EFILE,900514027,201312,9/11/2014 1:40:53 PM,NEXLEAF ANALYTICS,990,93493225029404,201402259349302940
12115342,EFILE,800708997,201312,12/30/2014,OCEARCH,990,93493321092254,201403219349309225
11114070,EFILE,800708997,201212,1/7/2014,OCEARCH,990,93493319117563,201313199349311756
11114396,EFILE,542176407,201212,1/7/2014,ONE LAPTOP PER CHILD ASSOCIATION INC,990O,93493319092343,201343199349309234
11795235,EFILE,61727461,201312,9/24/2014 7:21:15 AM,OPEN MEDIA FOUNDATION,990,93493225024664,201412259349302466
11854540,EFILE,454848546,201312,10/10/2014 8:22:38 AM,OPENGOV FOUNDATION,990,93493132004474,201421329349300447
12012870,EFILE,203852112,201312,11/25/2014 11:45:50 PM,OPERATION ASHA NFP CO ROB WEBSTER,990,93493300000264,201413009349300026
12039318,EFILE,202630593,201312,12/3/2014 10:38:24 PM,PARTICIPATORY CULTURE FOUNDATION INC,990,93493311012954,201403119349301295
12066262,EFILE,262296822,201312,12/10/2014 4:57:08 PM,PARTICIPATORY POLITICS FOUNDATION,990,93493317065474,201423179349306547
11212763,EFILE,452725805,201306,3/7/2014,PULSEPOINT FOUNDATION,990EZ,93492035007264,201410359349200726
12001500,EFILE,452725805,201406,11/21/2014 8:15:42 PM,PULSEPOINT FOUNDATION,990,93493280005294,201442809349300529
11667030,EFILE,133593812,201308,7/18/2014 5:51:40 PM,READWORKSINC,990,93493188007664,201411889349300766
11602434,EFILE,760662298,201308,6/18/2014 9:16:11 PM,REASONING MIND INC,990,93493106002054,201401069349300205
11139097,EFILE,203808875,201212,1/11/2014,STELLAR FOUNDATION,990PF,93491148004143,201341489349100414
11966221,EFILE,203808875,201312,11/7/2014 5:55:21 PM,STELLAR FOUNDATION,990PF,93491164002004,201401649349100200
12129963,EFILE,262547062,201312,12/29/2014,SAMASOURCE INC,990,93493321107434,201433219349310743
11905973,EFILE,943216541,201312,10/23/2014 12:18:21 PM,SCIENCE BUDDIES,990,93493224014544,201442249349301454
11921437,EFILE,208837690,201312,10/28/2014 8:06:54 AM,SINGLE STOP USA INC,990,93493213008354,201402139349300835
11879365,EFILE,542059475,201312,10/17/2014 12:52:05 AM,SKYTRUTH,990,93493275006054,201402759349300605
11637168,EFILE,943070617,201306,7/2/2014 8:59:32 AM,TECHSOUP GLOBAL,990,93493135088474,201421359349308847
12140035,EFILE,731662480,201312,12/29/2014,UNIVERSALGIVING,990,93493321082264,201413219349308226
11113620,EFILE,731662480,201212,1/7/2014,UNIVERSALGIVING,990,93493319092893,201343199349309289
11898122,EFILE,273354192,201312,10/22/2014 8:05:57 AM,WISHBONEORG,990,93493181000174,201421819349300017
11778177,EFILE,453236734,201309,9/18/2014 5:54:55 PM,WATSI INC,990,93493227010404,201402279349301040
11525930,EFILE,200049703,201306,5/22/2014 9:34:21 AM,WIKIMEDIA FOUNDATION INC,990,93493113001164,201411139349300116
11759256,EFILE,272092468,201312,9/12/2014 7:34:36 PM,WORLDREADERORG,990,93493230007254,201402309349300725
11897076,EFILE,800494876,201312,10/22/2014 12:04:52 AM,ZIDISHA INC,990,93493170000124,201421709349300012
12016316,EFILE,383796793,201406,11/26/2014 1:48:40 PM,ICIVICS INC,990,93493316001114,201413169349300111
12050337,EFILE,455267449,201312,12/5/2014 7:57:15 PM,MYAGRO FARMS,990,93493317021614,201413179349302161
12765219,EFILE,452669508,201412,8/10/2015,1947 PARTITION ARCHIVE,990EZ,93492209000185,201532099349200018
12857334,EFILE,770555413,201412,9/14/2015,BENEFICENT TECHNOLOGY INC DBA BENETECH,990,93493224020855,201502249349302085
12659181,EFILE,453689556,201412,7/9/2015,BRACKETS FOR GOOD INC,990,93493174005005,201501749349300500
12633378,EFILE,593831966,201406,7/2/2015,CENTER TO PROMOTE HEALTHCARE ACCESS INC,990,93493127020265,201511279349302026
12910311,EFILE,460858543,201412,9/29/2015,CODEORG,990,93493246009515,201512469349300951
12943737,EFILE,454868462,201412,10/13/2015,CONNECT TO COMPETE INC,990,93493273007305,201502739349300730
12917641,EFILE,462190310,201502,10/1/2015,COWORKERORG,990EZ,93492253007505,201502539349200750
12232311,EFILE,453266802,201406,3/3/2015,CANCER COMMONS,990,93493047026575,201520479349302657
12492219,EFILE,900796160,201408,5/14/2015,CAREERVILLAGE INC,990EZ,93492079003055,201500799349200305
12220064,EFILE,421559197,201406,2/24/2015,CENTER FOR STUDENT OPPORTUNITY INC,990,93493042000245,201540429349300024
12931124,EFILE,465039599,201312,10/6/2015,CRISIS TEXT LINE INC,990EZ,93492237000345,201542379349200034
12877735,EFILE,465039599,201212,9/19/2015,CRISIS TEXT LINE INC,990EZ,93492221002095,201542219349200209
12870082,EFILE,465039599,201412,9/17/2015,CRISIS TEXT LINE INC,990,93493221004095,201542219349300409
12793586,EFILE,133720473,201412,8/18/2015,DO SOMETHING INC,990,93493140000395,201541409349300039
12768438,EFILE,300172078,201412,8/11/2015,DESIGN THAT MATTERS INC,990,93493104001375,201521049349300137
12684968,EFILE,272245578,201412,7/17/2015,GET SCHOOLED FOUNDATION,990,93493131023055,201501319349302305
12203753,EFILE,262506162,201312,2/17/2015,HARMONY INSTITUTE INC,990,93493030003185,201530309349300318
12645703,EFILE,273199988,201406,7/7/2015,HOLLABACK INC,990,93493127009635,201531279349300963
12668502,EFILE,271247430,201412,7/14/2015,IMPACT NETWORK INTERNATIONAL INC,990,93493155006075,201521559349300607
12795066,EFILE,43428609,201412,8/18/2015,KIVA FOUNDATION,990PF,93491135012535,201531359349101253
12847610,EFILE,383889708,201312,9/10/2015,KANGU INC,990EZ,93492217000135,201532179349200013
12852498,EFILE,383889708,201412,9/11/2015,KANGU INC,990,93493217004285,201532179349300428
12874497,EFILE,261544963,201412,9/18/2015,KHAN ACADEMY INC,990,93493224020085,201532249349302008
12857964,EFILE,451059457,201412,9/14/2015,LEARN FRESH EDUCATION CO,990,93493224007075,201522249349300707
12918892,EFILE,462266526,201412,10/1/2015,LIFEBOX FOUNDATION INC,990,93493252001115,201512529349300111
12656526,EFILE,271777117,201412,7/9/2015,LITERACY LAB,990,93493175000185,201531759349300018
12941702,EFILE,455593503,201412,10/9/2015,MEN OF COURAGE FOUNDATION DBA UNCOMMEN,990,93493264000535,201532649349300053
12781712,EFILE,330994350,201412,8/13/2015,MAKESENSE FOUNDATION,990EZ,93492146003365,201511469349200336
12272126,EFILE,271052771,201406,3/19/2015,MONEYTHINK,990,93493068006265,201510689349300626
12207034,EFILE,452736163,201406,2/18/2015,NEW CLASSROOMS INNOVATION PARTNERS INC,990,93493036000295,201540369349300029
12232135,EFILE,810526651,201406,3/3/2015,NATIONAL INSTITUTE ON MONEY IN STATE POLITICS,990,93493044025125,201520449349302512
12940857,EFILE,800708997,201212,10/9/2015,OCEARCH,990,93493261008175,201522619349300817
12787380,EFILE,454848546,201412,8/17/2015,OPENGOV FOUNDATION,990,93493135030455,201501359349303045
12763101,EFILE,262296822,201412,8/7/2015,PARTICIPATORY POLITICS FOUNDATION,990,93493134071385,201531349349307138
12289940,EFILE,453607930,201312,3/27/2015,REALLOCATE INC,990EZ,93492075010005,201500759349201000
12651726,EFILE,133593812,201408,7/8/2015,READWORKSINC,990,93493162008185,201531629349300818
12519847,EFILE,760662298,201408,5/27/2015,REASONING MIND INC,990,93493103008315,201511039349300831
12773805,EFILE,203808875,201412,8/12/2015,STELLAR FOUNDATION,990PF,93491211003015,201512119349100301
12879562,EFILE,943216541,201412,9/21/2015,SCIENCE BUDDIES,990,93493229021715,201512299349302171
12807917,EFILE,943070617,201406,8/21/2015,TECHSOUP GLOBAL,990,93493135069485,201531359349306948
12196287,EFILE,462302287,201406,2/6/2015,TIDEPOOL PROJECT,990,93493023001485,201530239349300148
12871257,EFILE,453837218,201412,9/17/2015,TRANSPARENCY TOOLKIT INC,990EZ,93492223011735,201532239349201173
12207183,EFILE,205771109,201403,2/18/2015,VIDEO VOLUNTEERS,990,93493035004315,201510359349300431
12929314,EFILE,273354192,201412,10/6/2015,WISHBONEORG,990,93493229029135,201532299349302913
